01/10/2024 07:23:17 PM - root - dgard - WARNING - Inicio de ejecucion del BOT para CAMBIO DE USUARIO 
01/10/2024 07:23:17 PM - root - dgard - WARNING - 2536 registros en base fuente
01/10/2024 07:23:17 PM - root - dgard - WARNING - Extract Data Process Finished
01/10/2024 07:23:17 PM - root - dgard - WARNING - Opening APPs Process finished has finished
01/10/2024 07:46:43 PM - root - dgard - WARNING - Se ha procesado el incidente: 18961299
01/10/2024 07:47:17 PM - root - dgard - WARNING - Se ha procesado el incidente: 16709120
01/10/2024 07:47:50 PM - root - dgard - WARNING - Se ha procesado el incidente: 16386633
01/10/2024 07:48:23 PM - root - dgard - WARNING - Se ha procesado el incidente: 16386787
01/10/2024 07:48:56 PM - root - dgard - WARNING - Se ha procesado el incidente: 16386480
01/10/2024 07:49:30 PM - root - dgard - WARNING - Se ha procesado el incidente: 16371228
01/10/2024 07:50:03 PM - root - dgard - WARNING - Se ha procesado el incidente: 16250487
01/10/2024 07:50:37 PM - root - dgard - WARNING - Se ha procesado el incidente: 19878957
01/10/2024 07:51:10 PM - root - dgard - WARNING - Se ha procesado el incidente: 20041111
01/10/2024 07:51:43 PM - root - dgard - WARNING - Se ha procesado el incidente: 19879159
01/10/2024 07:52:16 PM - root - dgard - WARNING - Se ha procesado el incidente: 19879218
01/10/2024 07:52:50 PM - root - dgard - WARNING - Se ha procesado el incidente: 20568536
01/10/2024 07:53:23 PM - root - dgard - WARNING - Se ha procesado el incidente: 20439415
01/10/2024 07:53:56 PM - root - dgard - WARNING - Se ha procesado el incidente: 20338925
01/10/2024 07:54:09 PM - root - dgard - WARNING - Se presenta mensaje de advertencia en el proceso en CRM
01/10/2024 07:54:42 PM - root - dgard - WARNING - Se ha procesado el incidente: 18373166
01/10/2024 07:55:15 PM - root - dgard - WARNING - Se ha procesado el incidente: 18492758
01/10/2024 07:55:48 PM - root - dgard - WARNING - Se ha procesado el incidente: 18492821
01/10/2024 09:45:09 PM - root - dgard - WARNING - Se ha procesado el incidente: 20456467
01/10/2024 09:45:45 PM - root - dgard - WARNING - Se ha procesado el incidente: 19832364
01/10/2024 09:47:04 PM - root - dgard - WARNING - Se ha procesado el incidente: 19836177
01/10/2024 09:47:37 PM - root - dgard - WARNING - Se ha procesado el incidente: 19818513
01/10/2024 09:48:11 PM - root - dgard - WARNING - Se ha procesado el incidente: 19834304
01/10/2024 09:48:44 PM - root - dgard - WARNING - Se ha procesado el incidente: 18492720
01/10/2024 09:49:17 PM - root - dgard - WARNING - Se ha procesado el incidente: 19836481
01/10/2024 09:49:50 PM - root - dgard - WARNING - Se ha procesado el incidente: 19538934
01/10/2024 09:50:22 PM - root - dgard - WARNING - Se ha procesado el incidente: 19542473
01/10/2024 09:50:55 PM - root - dgard - WARNING - Se ha procesado el incidente: 19834262
01/10/2024 09:51:29 PM - root - dgard - WARNING - Se ha procesado el incidente: 18491847
01/10/2024 09:52:02 PM - root - dgard - WARNING - Se ha procesado el incidente: 18492469
01/10/2024 09:52:34 PM - root - dgard - WARNING - Se ha procesado el incidente: 19538765
01/10/2024 09:53:07 PM - root - dgard - WARNING - Se ha procesado el incidente: 19538822
01/10/2024 09:53:40 PM - root - dgard - WARNING - Se ha procesado el incidente: 18491778
01/10/2024 09:54:13 PM - root - dgard - WARNING - Se ha procesado el incidente: 18491752
01/10/2024 09:54:46 PM - root - dgard - WARNING - Se ha procesado el incidente: 19835117
01/10/2024 09:55:19 PM - root - dgard - WARNING - Se ha procesado el incidente: 19542704
01/10/2024 09:55:51 PM - root - dgard - WARNING - Se ha procesado el incidente: 18492225
01/10/2024 09:56:24 PM - root - dgard - WARNING - Se ha procesado el incidente: 19539179
01/10/2024 09:56:57 PM - root - dgard - WARNING - Se ha procesado el incidente: 19817775
01/10/2024 09:57:31 PM - root - dgard - WARNING - Se ha procesado el incidente: 19817810
01/10/2024 09:58:03 PM - root - dgard - WARNING - Se ha procesado el incidente: 19817251
01/10/2024 09:58:36 PM - root - dgard - WARNING - Se ha procesado el incidente: 19816683
01/10/2024 09:59:09 PM - root - dgard - WARNING - Se ha procesado el incidente: 19816706
01/10/2024 09:59:42 PM - root - dgard - WARNING - Se ha procesado el incidente: 19817065
01/10/2024 10:00:15 PM - root - dgard - WARNING - Se ha procesado el incidente: 19820028
01/10/2024 10:00:48 PM - root - dgard - WARNING - Se ha procesado el incidente: 19858531
01/10/2024 10:01:21 PM - root - dgard - WARNING - Se ha procesado el incidente: 19858563
01/10/2024 10:01:54 PM - root - dgard - WARNING - Se ha procesado el incidente: 19832627
01/10/2024 10:02:27 PM - root - dgard - WARNING - Se ha procesado el incidente: 19974139
01/10/2024 10:03:00 PM - root - dgard - WARNING - Se ha procesado el incidente: 20033088
01/10/2024 10:04:17 PM - root - dgard - WARNING - Se ha procesado el incidente: 20032944
01/10/2024 10:04:51 PM - root - dgard - WARNING - Se ha procesado el incidente: 20032900
01/10/2024 10:05:24 PM - root - dgard - WARNING - Se ha procesado el incidente: 20033036
01/10/2024 10:05:57 PM - root - dgard - WARNING - Se ha procesado el incidente: 20032858
01/10/2024 10:06:30 PM - root - dgard - WARNING - Se ha procesado el incidente: 20032985
01/10/2024 10:07:04 PM - root - dgard - WARNING - Se ha procesado el incidente: 20032969
01/10/2024 10:07:37 PM - root - dgard - WARNING - Se ha procesado el incidente: 20032863
01/10/2024 10:08:10 PM - root - dgard - WARNING - Se ha procesado el incidente: 20377752
01/10/2024 10:08:43 PM - root - dgard - WARNING - Se ha procesado el incidente: 20052250
01/10/2024 10:09:16 PM - root - dgard - WARNING - Se ha procesado el incidente: 19974229
01/10/2024 10:09:49 PM - root - dgard - WARNING - Se ha procesado el incidente: 20033194
01/10/2024 10:10:22 PM - root - dgard - WARNING - Se ha procesado el incidente: 20033176
01/10/2024 10:10:55 PM - root - dgard - WARNING - Se ha procesado el incidente: 20032782
01/10/2024 10:11:28 PM - root - dgard - WARNING - Se ha procesado el incidente: 20033093
01/10/2024 10:12:01 PM - root - dgard - WARNING - Se ha procesado el incidente: 20032889
01/10/2024 10:12:34 PM - root - dgard - WARNING - Se ha procesado el incidente: 20032853
01/10/2024 10:13:08 PM - root - dgard - WARNING - Se ha procesado el incidente: 20032809
01/10/2024 10:13:41 PM - root - dgard - WARNING - Se ha procesado el incidente: 20032848
01/10/2024 10:14:14 PM - root - dgard - WARNING - Se ha procesado el incidente: 20032959
01/10/2024 10:14:47 PM - root - dgard - WARNING - Se ha procesado el incidente: 20033055
01/10/2024 10:15:21 PM - root - dgard - WARNING - Se ha procesado el incidente: 20032954
01/10/2024 10:15:57 PM - root - dgard - WARNING - Se ha procesado el incidente: 20033082
01/10/2024 10:16:30 PM - root - dgard - WARNING - Se ha procesado el incidente: 20033098
01/10/2024 10:17:03 PM - root - dgard - WARNING - Se ha procesado el incidente: 20032990
01/10/2024 10:17:37 PM - root - dgard - WARNING - Se ha procesado el incidente: 20170505
01/10/2024 10:18:10 PM - root - dgard - WARNING - Se ha procesado el incidente: 20052277
01/10/2024 10:18:43 PM - root - dgard - WARNING - Se ha procesado el incidente: 20052273
01/10/2024 10:19:16 PM - root - dgard - WARNING - Se ha procesado el incidente: 20052529
01/10/2024 10:19:49 PM - root - dgard - WARNING - Se ha procesado el incidente: 20052640
01/10/2024 10:20:22 PM - root - dgard - WARNING - Se ha procesado el incidente: 20052175
01/10/2024 10:21:40 PM - root - dgard - WARNING - Se ha procesado el incidente: 20052230
01/10/2024 10:22:13 PM - root - dgard - WARNING - Se ha procesado el incidente: 20052269
01/10/2024 10:22:47 PM - root - dgard - WARNING - Se ha procesado el incidente: 20052831
01/10/2024 10:23:20 PM - root - dgard - WARNING - Se ha procesado el incidente: 20052656
01/10/2024 10:23:53 PM - root - dgard - WARNING - Se ha procesado el incidente: 20052193
01/10/2024 10:24:26 PM - root - dgard - WARNING - Se ha procesado el incidente: 20052956
01/10/2024 10:24:59 PM - root - dgard - WARNING - Se ha procesado el incidente: 20052594
01/10/2024 10:25:32 PM - root - dgard - WARNING - Se ha procesado el incidente: 20052506
01/10/2024 10:26:05 PM - root - dgard - WARNING - Se ha procesado el incidente: 20052612
01/10/2024 10:26:38 PM - root - dgard - WARNING - Se ha procesado el incidente: 20052508
01/10/2024 10:27:11 PM - root - dgard - WARNING - Se ha procesado el incidente: 20052616
01/10/2024 10:27:44 PM - root - dgard - WARNING - Se ha procesado el incidente: 20052218
01/10/2024 10:28:17 PM - root - dgard - WARNING - Se ha procesado el incidente: 20052501
01/10/2024 10:28:50 PM - root - dgard - WARNING - Se ha procesado el incidente: 20053113
01/10/2024 10:29:24 PM - root - dgard - WARNING - Se ha procesado el incidente: 20052521
01/10/2024 10:29:58 PM - root - dgard - WARNING - Se ha procesado el incidente: 20052648
01/10/2024 10:30:31 PM - root - dgard - WARNING - Se ha procesado el incidente: 20052281
01/10/2024 10:31:02 PM - root - dgard - WARNING - Se ha procesado el incidente: 20052900
01/10/2024 10:31:36 PM - root - dgard - WARNING - Se ha procesado el incidente: 20052252
01/10/2024 10:32:09 PM - root - dgard - WARNING - Se ha procesado el incidente: 20052240
01/10/2024 10:32:41 PM - root - dgard - WARNING - Se ha procesado el incidente: 20052904
01/10/2024 10:33:14 PM - root - dgard - WARNING - Se ha procesado el incidente: 20052211
01/10/2024 10:33:48 PM - root - dgard - WARNING - Se ha procesado el incidente: 20052835
01/10/2024 10:34:20 PM - root - dgard - WARNING - Se ha procesado el incidente: 20052643
01/10/2024 10:34:53 PM - root - dgard - WARNING - Se ha procesado el incidente: 20052497
01/10/2024 10:35:27 PM - root - dgard - WARNING - Se ha procesado el incidente: 20052490
01/10/2024 10:36:00 PM - root - dgard - WARNING - Se ha procesado el incidente: 20052766
01/10/2024 10:36:34 PM - root - dgard - WARNING - Se ha procesado el incidente: 20052589
01/10/2024 10:37:07 PM - root - dgard - WARNING - Se ha procesado el incidente: 20052859
01/10/2024 10:37:40 PM - root - dgard - WARNING - Se ha procesado el incidente: 20052487
01/10/2024 10:38:57 PM - root - dgard - WARNING - Se ha procesado el incidente: 20052236
01/10/2024 10:39:30 PM - root - dgard - WARNING - Se ha procesado el incidente: 20218093
01/10/2024 10:39:46 PM - root - dgard - WARNING - Se presenta mensaje de advertencia en el proceso en CRM
01/10/2024 10:40:21 PM - root - dgard - WARNING - Se ha procesado el incidente: 20295716
01/10/2024 10:42:57 PM - root - dgard - WARNING - Error Occurred: list index out of range
01/10/2024 10:42:57 PM - root - dgard - WARNING - Error Occurred v2 (e_type): <class 'IndexError'>
01/10/2024 10:42:57 PM - root - dgard - WARNING - Error Occurred v2 (e_object): list index out of range
01/10/2024 10:42:57 PM - root - dgard - WARNING - Error Occurred v2 (e_traceback): <traceback object at 0x00000260943A14C0>
01/10/2024 10:42:57 PM - root - dgard - WARNING - Error Occurred v2 (e_line_number): 145
