01/08/2024 05:09:25 PM - root - dgard - WARNING - Inicio de ejecucion del BOT para CAMBIO DE USUARIO 
01/08/2024 05:09:26 PM - root - dgard - WARNING - 2536 registros en base fuente
01/08/2024 05:09:26 PM - root - dgard - WARNING - Extract Data Process Finished
01/08/2024 05:09:26 PM - root - dgard - WARNING - Opening APPs Process finished has finished
01/08/2024 06:10:31 PM - root - dgard - WARNING - Se ha procesado el incidente: 19865248
01/08/2024 06:11:25 PM - root - dgard - WARNING - Se ha procesado el incidente: 19811653
01/08/2024 06:11:41 PM - root - dgard - WARNING - Se presenta mensaje de advertencia en el proceso en CRM
01/08/2024 06:13:46 PM - root - dgard - WARNING - Se ha procesado el incidente: 18851771
01/08/2024 06:14:34 PM - root - dgard - WARNING - Se ha procesado el incidente: 20405554
01/08/2024 06:15:19 PM - root - dgard - WARNING - Se ha procesado el incidente: 20336924
01/08/2024 06:16:05 PM - root - dgard - WARNING - Se ha procesado el incidente: 20405575
01/08/2024 06:16:51 PM - root - dgard - WARNING - Se ha procesado el incidente: 20405569
01/08/2024 06:17:38 PM - root - dgard - WARNING - Se ha procesado el incidente: 20405590
01/08/2024 06:18:24 PM - root - dgard - WARNING - Se ha procesado el incidente: 20405501
01/08/2024 06:20:15 PM - root - dgard - WARNING - Se ha procesado el incidente: 20405525
01/08/2024 06:20:51 PM - root - dgard - WARNING - Se ha procesado el incidente: 20405563
01/08/2024 06:25:17 PM - root - dgard - WARNING - Se ha procesado el incidente: 20203300
01/08/2024 06:25:54 PM - root - dgard - WARNING - Se ha procesado el incidente: 20405508
01/08/2024 06:26:29 PM - root - dgard - WARNING - Se ha procesado el incidente: 20405596
01/08/2024 06:27:04 PM - root - dgard - WARNING - Se ha procesado el incidente: 20202334
01/08/2024 06:27:39 PM - root - dgard - WARNING - Se ha procesado el incidente: 20405519
01/08/2024 06:32:30 PM - root - dgard - WARNING - Se ha procesado el incidente: 20405513
01/08/2024 06:33:08 PM - root - dgard - WARNING - Se ha procesado el incidente: 20405547
01/08/2024 06:33:43 PM - root - dgard - WARNING - Se ha procesado el incidente: 20409573
01/08/2024 06:36:05 PM - root - dgard - WARNING - Error Occurred: screen grab failed
01/08/2024 06:36:05 PM - root - dgard - WARNING - Error Occurred v2 (e_type): <class 'OSError'>
01/08/2024 06:36:05 PM - root - dgard - WARNING - Error Occurred v2 (e_object): screen grab failed
01/08/2024 06:36:05 PM - root - dgard - WARNING - Error Occurred v2 (e_traceback): <traceback object at 0x000001D6C70EA640>
01/08/2024 06:36:05 PM - root - dgard - WARNING - Error Occurred v2 (e_line_number): 188
