01/08/2024 04:37:35 PM - root - dgard - WARNING - Inicio de ejecucion del BOT para CAMBIO DE USUARIO 
01/08/2024 04:37:35 PM - root - dgard - WARNING - 2536 registros en base fuente
01/08/2024 04:37:35 PM - root - dgard - WARNING - Extract Data Process Finished
01/08/2024 04:37:35 PM - root - dgard - WARNING - Opening APPs Process finished has finished
01/08/2024 04:37:35 PM - root - dgard - WARNING - -------------------------------
01/08/2024 04:38:18 PM - root - dgard - WARNING - Se ha procesado el incidente: 20161659
01/08/2024 04:39:02 PM - root - dgard - WARNING - Se ha procesado el incidente: 20161352
01/08/2024 04:39:45 PM - root - dgard - WARNING - Se ha procesado el incidente: 20161617
01/08/2024 04:40:29 PM - root - dgard - WARNING - Se ha procesado el incidente: 19783715
01/08/2024 04:41:13 PM - root - dgard - WARNING - Se ha procesado el incidente: 19782201
01/08/2024 04:41:56 PM - root - dgard - WARNING - Se ha procesado el incidente: 19783437
01/08/2024 04:42:40 PM - root - dgard - WARNING - Se ha procesado el incidente: 19782619
01/08/2024 04:43:24 PM - root - dgard - WARNING - Se ha procesado el incidente: 19782563
01/08/2024 04:44:08 PM - root - dgard - WARNING - Se ha procesado el incidente: 19782219
01/08/2024 04:44:52 PM - root - dgard - WARNING - Se ha procesado el incidente: 19783694
01/08/2024 04:46:17 PM - root - dgard - WARNING - Se ha procesado el incidente: 19783031
01/08/2024 04:47:01 PM - root - dgard - WARNING - Se ha procesado el incidente: 19783654
01/08/2024 04:47:46 PM - root - dgard - WARNING - Se ha procesado el incidente: 19783738
01/08/2024 04:48:30 PM - root - dgard - WARNING - Se ha procesado el incidente: 19783005
01/08/2024 04:49:14 PM - root - dgard - WARNING - Se ha procesado el incidente: 19783413
01/08/2024 04:49:58 PM - root - dgard - WARNING - Se ha procesado el incidente: 19782843
01/08/2024 04:50:41 PM - root - dgard - WARNING - Se ha procesado el incidente: 19782792
01/08/2024 04:51:25 PM - root - dgard - WARNING - Se ha procesado el incidente: 19783607
01/08/2024 04:52:09 PM - root - dgard - WARNING - Se ha procesado el incidente: 19782087
01/08/2024 04:52:53 PM - root - dgard - WARNING - Se ha procesado el incidente: 19782128
01/08/2024 04:54:20 PM - root - dgard - WARNING - Se ha procesado el incidente: 19782769
01/08/2024 04:55:04 PM - root - dgard - WARNING - Se ha procesado el incidente: 19782276
01/08/2024 04:55:48 PM - root - dgard - WARNING - Se ha procesado el incidente: 19781729
01/08/2024 04:56:32 PM - root - dgard - WARNING - Se ha procesado el incidente: 19781861
01/08/2024 04:57:15 PM - root - dgard - WARNING - Se ha procesado el incidente: 19781777
01/08/2024 04:57:59 PM - root - dgard - WARNING - Se ha procesado el incidente: 19782051
01/08/2024 04:58:44 PM - root - dgard - WARNING - Se ha procesado el incidente: 19781835
